timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
22976492,22968528,197388,0.1979355,-0.085840106,0.43046913,0
23003498,22994541,197388,0.19961637,-0.08306256,0.43414497,0
23027502,23016853,197388,0.1990797,-0.08407214,0.424976,0
23051511,23040937,197388,0.20726702,-0.08062968,0.4297256,0
23075491,23064967,197388,0.19643545,-0.085727654,0.43100834,0
23099502,23088881,197388,0.2002748,-0.07955429,0.42690426,0
23123494,23114925,197388,0.20392345,-0.08255845,0.4255259,0
23147499,23139041,197388,0.1937119,-0.08638379,0.42692107,0
23171499,23162975,197388,0.19580626,-0.089154705,0.43091246,0
23195503,23187123,197388,0.19276068,-0.09104179,0.4306178,0
23219518,23211109,197388,0.18340807,-0.09817964,0.43231505,0
23243494,23235175,197388,0.18067496,-0.09650394,0.4335883,0
23267501,23259348,197388,0.17890017,-0.10135696,0.43623924,0
23291488,23283176,197388,0.16757943,-0.09769171,0.4382897,0
23315504,23307380,197388,0.16435963,-0.1023913,0.4416514,0
23339503,23331380,197388,0.15369001,-0.106174596,0.44303557,0
23363503,23355178,197388,0.14328572,-0.100879654,0.4495685,0
23387508,23379361,197388,0.13926205,-0.108013585,0.44645447,0
23411491,23405113,197388,0.13136724,-0.103519954,0.450135,0
23435495,23425421,197388,0.1253746,-0.10666884,0.4477862,0
23459510,23451301,197388,0.11889745,-0.10604657,0.45672488,0
23483504,23475343,197388,0.105839714,-0.10433985,0.45235187,0
23507511,23499357,197388,0.103480466,-0.10435527,0.46377257,0
23531504,23523251,197388,0.08777364,-0.10452215,0.45841345,0
23555505,23547472,197388,0.08873476,-0.103573605,0.4616804,0
23579498,23571180,197388,0.08585494,-0.10366811,0.45994335,0
23603483,23595061,197388,0.075666964,-0.09795758,0.45864844,0
23627514,23619066,197388,0.0726383,-0.09977791,0.46197033,0
23651483,23643066,197388,0.06629225,-0.10355246,0.46383607,0
23675498,23667077,197388,0.058676552,-0.10044864,0.46693254,0
23699511,23691070,197388,0.059603073,-0.09415761,0.46595338,0
23723511,23715237,197388,0.05344496,-0.09296815,0.46890128,0
23747518,23737209,197388,0.04648783,-0.08892291,0.46957466,0
23771504,23763545,197388,0.04482358,-0.09063999,0.46997893,0
23795500,23785867,197388,0.037141647,-0.08531673,0.46936494,0
23819504,23809446,197388,0.03401288,-0.080646925,0.47305286,0
23843507,23835497,197388,0.032245837,-0.077254474,0.47424835,0
23867511,23859490,197388,0.025511298,-0.0775714,0.47549728,0
23891495,23883275,197388,0.021666322,-0.06968834,0.4794684,0
23915483,23905642,197388,0.022834677,-0.06755783,0.4771561,0
23939501,23931405,197388,0.01830747,-0.06832212,0.47562557,0
23963504,23953831,197388,0.011988433,-0.0623724,0.46962047,0
23987499,23979385,197388,0.00985832,-0.067660235,0.47777247,0
24011495,24003430,197388,0.012238384,-0.06342555,0.4775378,0
24035491,24027428,197388,0.011861872,-0.06049393,0.47490865,0
24059509,24053408,197388,0.0060351924,-0.060501613,0.4752056,0
24083495,24075863,197388,0.0041049845,-0.058535527,0.46857664,0
24107511,24101445,197388,0.006631751,-0.06338434,0.48112434,0
24131508,24123479,197388,0.0013102068,-0.05905498,0.47694975,0
24155504,24149818,197388,0.01137116,-0.06164445,0.47727194,0
24179501,24173065,197388,0.004425075,-0.05378548,0.47773284,0
24203504,24195404,197388,-0.0009171257,-0.06049729,0.47906306,0
24227508,24219174,197388,0.00023600576,-0.06358655,0.4768383,0
24251483,24243116,197388,-0.0011044572,-0.061259612,0.47970355,0
24275498,24265314,197388,0.005112428,-0.05838722,0.474553,0
24299502,24291412,197388,0.004560623,-0.055396616,0.47241563,0
24323508,24315018,197388,-0.00026600063,-0.05430293,0.4767252,0
24347510,24337416,197388,-0.0023900052,-0.0592177,0.47874022,0
24371491,24363309,197388,0.0006566043,-0.054844774,0.476435,0
24395510,24387080,197388,0.0021107579,-0.054793254,0.4802451,0
24419510,24409015,197388,-0.0043326626,-0.055442236,0.47228903,0
24443504,24432912,197388,-0.00876078,-0.053446386,0.47586024,0
24467499,24459391,197388,-0.0063062566,-0.052246172,0.47772217,0
24491488,24481001,197388,-0.007672066,-0.049914822,0.481691,0
24515504,24505248,197388,-0.013474645,-0.046977073,0.48166412,0
24539511,24531165,197388,-0.0065782424,-0.046700004,0.47752744,0
24563510,24557628,197388,-0.0055206995,-0.046579443,0.480197,0
24587490,24579191,197388,0.0012848626,-0.049441323,0.47813642,0
24611494,24603433,197388,-0.0062999483,-0.056236826,0.47264528,0
24635484,24625224,197388,-0.0058436194,-0.051350415,0.47984397,0
24659502,24651217,197388,-0.005302254,-0.05197615,0.4781289,0
24683491,24673447,197388,-0.0033732494,-0.058839705,0.4797204,0
24707501,24699208,197388,0.0003215862,-0.059928335,0.47526252,0
24731499,24723458,197388,-0.0053351754,-0.068598464,0.47946677,0
24755491,24747190,197388,-0.0006478782,-0.06937927,0.47650653,0
24779505,24773054,197388,-0.0028628684,-0.07479334,0.47314698,0
24803494,24795419,197388,-0.004706068,-0.079236306,0.4717961,0
24827490,24817179,197388,-0.006665263,-0.0875265,0.46955174,0
24854504,24845170,197388,-0.0083515905,-0.08681221,0.47097614,0
24875504,24867356,197388,-0.011815609,-0.087020874,0.475167,0
24899508,24891976,197388,-0.0128256325,-0.092069775,0.47061807,0
24923491,24916021,197388,-0.008472207,-0.09562834,0.46722186,0
24947505,24940376,197388,-0.019919481,-0.096644804,0.47349638,0
24971499,24965414,197388,-0.020143587,-0.105161786,0.46338528,0
24995512,24987999,197388,-0.027269183,-0.11158098,0.46620244,0
25019510,25013214,197388,-0.029294584,-0.107300945,0.47338027,0
25043491,25035532,197388,-0.03348765,-0.109629646,0.46695423,0
25067518,25059682,197388,-0.038965575,-0.11128387,0.46676832,0
25091488,25083437,197388,-0.041092865,-0.108700395,0.45888442,0
25115495,25107369,197388,-0.043386057,-0.117792055,0.46201062,0
25139512,25131175,197388,-0.049333833,-0.11404213,0.46508652,0
25163504,25155208,197388,-0.057854794,-0.12340368,0.4674061,0
25187511,25177627,197388,-0.05531585,-0.11450251,0.45993537,0
25211500,25202024,197388,-0.06363584,-0.12181057,0.46195266,0
25235503,25227293,197388,-0.06430552,-0.124364235,0.45824826,0
25259511,25251419,197388,-0.07361567,-0.12281099,0.46401447,0
25283496,25275465,197388,-0.07625097,-0.12514514,0.45542592,0
25307502,25299287,197388,-0.07904933,-0.12864122,0.45753634,0
25331495,25323739,197388,-0.08808574,-0.12888326,0.45642126,0
25355491,25348170,197388,-0.089305684,-0.12834886,0.4555161,0
25382515,25373394,197388,-0.091664955,-0.12726441,0.44796926,0
25403510,25395818,197388,-0.099326774,-0.13185251,0.44841132,0
25427506,25420023,197388,-0.10635455,-0.13507327,0.45078182,0
25451496,25445634,197388,-0.108874254,-0.13545306,0.44569033,0
25475504,25468610,197388,-0.11066361,-0.1316494,0.44526583,0
25499511,25493838,197388,-0.11969016,-0.13403891,0.4473983,0
25523491,25516630,197388,-0.11993116,-0.13604003,0.44243026,0
25547510,25541926,197388,-0.12163709,-0.13565032,0.44334048,0
25574491,25565208,197388,-0.1305536,-0.13829944,0.44403768,0
