timestamp,xtime,event
24299443,195,80
24299639,14,84
24299654,13,86
24300446,42,81
24301449,66,82
24302443,169,80
24302613,29,83
24304445,55,81
24304501,14,84
24304516,10,85
24305464,159,80
24305624,495,82
24306120,207,86
24307445,30,83
24308458,96,80
24308556,41,81
24309465,58,82
24309524,72,84
24311465,188,80
24311654,14,86
24311669,26,85
24312458,40,81
24312499,32,83
24313439,68,82
24314458,159,80
24314618,14,84
24316439,42,81
24317439,178,80
24317619,495,82
24318115,30,83
24318146,207,86
24318433,16,85
24319452,76,84
24320458,101,80
24320560,41,81
24321446,57,82
24322455,32,83
24323458,182,80
24323641,17,86
24324449,41,81
24324491,14,84
24325458,971,34
24326432,159,80
24326592,1836,34
24328431,41,81
24328473,27,82
24328501,30,83
24328532,27,85
24329440,196,80
24329637,57,82
24329695,71,84
24329767,219,86
24332466,101,80
24332568,41,81
24332610,31,83
24332642,11,85
24333437,508,82
24334439,83,84
24335449,170,80
24335620,212,86
24336441,46,81
24337439,64,82
24337505,31,83
24338439,159,80
24339439,13,37
24339453,14,84
24339468,26,85
24340444,41,81
24341254,178,40
24341436,171,80
24341608,2820,34
24344431,110,80
24344542,40,81
24344584,180,82
24344765,29,83
24344795,80,84
24344876,207,86
24345084,52,72
24345432,66,82
24346314,118,40
24346436,27,85
24346464,28,88
24347465,178,80
24347644,31,83
24347676,14,86
24348439,42,81
24349439,73,82
24349513,14,84
24350439,159,80
24352458,40,81
24352500,29,83
24353472,158,80
24353631,496,82
24354128,207,86
24354336,15,85
24354433,73,84
24356458,97,80
24356556,73,81
24357439,72,82
24357512,31,83
24359443,193,80
24359637,14,84
24359652,14,86
24360446,60,81
24360507,10,85
24361465,58,82
24362447,165,80
24362613,30,83
24364449,41,81
24364491,14,84
24365466,158,80
24365625,2803,34
24368431,103,80
24368536,40,81
24368577,19,82
24368597,30,83
24368628,260,86
24368889,26,85
24369440,64,82
24369505,73,84
24371439,184,80
24371624,14,86
24372449,41,81
24372491,32,83
24373443,502,82
24374466,158,80
24374626,69,84
24374696,26,85
24376452,41,81
24377471,159,80
24377631,58,82
24377690,31,83
24377722,219,86
24379452,14,84
24380439,104,80
24380544,41,81
24381443,64,82
24381508,10,85
24382444,30,83
24383458,197,80
24383656,13,86
24384450,42,81
24384493,14,84
24385447,982,34
24386432,164,80
24386597,1831,34
24388431,48,81
24388480,77,82
24388558,61,83
24388620,15,85
24389440,182,80
24389623,58,82
24389682,72,84
24389755,219,86
24391254,131,88
24392440,110,80
24392551,42,81
24392594,78,83
24393436,498,82
24394452,71,84
24395464,178,80
24395643,207,86
24395851,36,85
24395888,90,87
24396446,42,81
24397442,73,82
24397516,31,83
24398442,159,80
24399445,15,84
24400446,42,81
24401442,185,80
24401628,637,82
24402266,170,38
24402439,30,83
24402470,70,86
24402541,15,85
24404443,142,80
24404586,41,81
24404628,87,84
24405438,58,82
24407442,180,80
24407623,31,83
24407655,14,86
24408445,43,81
24409467,962,34
24410432,159,80
24410592,1836,34
24412431,47,81
24412479,21,82
24412501,29,83
24412532,69,84
24412602,68,85
24413440,172,80
24413613,57,82
24413672,217,86
24414452,14,84
24416440,110,80
24416551,42,81
24416594,10,85
24417447,502,82
24417950,31,83
24419465,177,80
24419644,72,84
24419717,219,86
24420439,42,81
24421451,66,82
24422439,165,80
24422605,32,83
24423445,28,85
24424442,48,81
24424491,14,84
24425442,187,80
24425631,2797,34
24428431,104,80
24428536,40,81
24428577,31,82
24428610,29,83
24428640,261,86
24429440,65,82
24429506,79,84
24430442,27,85
24431454,177,80
24431633,13,86
24432446,49,81
24432496,31,83
24433439,58,82
24434458,159,80
24434618,14,84
24436451,42,81
24437479,159,80
24437639,496,82
24438136,29,83
24438166,219,86
24438386,15,85
24439443,73,84
24440458,97,80
24440556,89,81
24441254,133,88
24441435,59,82
24442439,32,83
24443458,178,80
24443637,14,86
24444440,55,81
24444496,14,84
24444511,10,85
24445442,76,82
24446451,159,80
24447452,29,83
24448439,42,81
24449471,159,80
24449631,2797,34
24452431,110,80
24452543,40,81
24452584,25,82
24452610,61,83
24452672,84,84
24452757,214,86
24452972,27,85
24453440,60,82
24454441,15,84
24455459,188,80
24455648,14,86
24456445,42,81
24457446,514,82
24457961,31,83
24458445,166,80
24458613,15,85
24459452,73,84
24460452,41,81
24461447,159,80
24461607,57,82
24461665,216,86
24462439,32,83
24464440,110,80
24464551,41,81
24464593,14,84
24465439,64,82
24465504,10,85
24467440,191,80
24467632,30,83
24467663,13,86
24468439,42,81
24469439,649,82
24470089,71,84
24470442,158,80
24472456,40,81
24472497,32,83
24472530,26,85
24473457,171,80
24473630,57,82
24473688,215,86
24474451,14,84
24476439,104,80
24476544,41,81
24477444,1984,34
24479431,186,80
24479618,810,34
24480431,36,81
24480468,27,82
24480496,30,83
24480527,73,84
24480601,238,86
24480840,26,85
24481438,59,82
24482458,159,80
24482618,32,83
24484439,48,81
24484489,13,84
24485456,162,80
24485619,493,82
24486113,206,86
24486433,16,85
24487446,29,83
24488458,98,80
24488557,41,81
24489459,57,82
24489517,72,84
24491254,131,88
24491435,186,80
24491622,13,86
24492458,41,81
24492500,31,83
24493450,65,82
24493516,10,85
24494458,163,80
24494622,14,84
24495444,88,87
24496447,41,81
24497448,199,80
24497648,2780,34
24500431,110,80
24500543,40,81
24500584,74,82
24500659,29,83
24500689,69,84
24500759,261,86
24501021,27,85
24501450,58,82
24502439,39,83
24503449,166,80
24503616,14,86
24504446,49,81
24504496,13,84
24505443,496,82
24506439,159,80
24507446,13,37
24507460,30,83
24507491,14,85
24508443,42,81
24509443,178,80
24509622,58,82
24509681,73,84
24509755,229,86
24512442,111,80
24512554,40,81
24512595,31,83
24513450,58,82
24514459,14,84
24514474,10,85
24515458,178,80
24515637,14,86
24516439,42,81
24517449,513,82
24517963,30,83
24518442,170,80
24519442,72,84
24520439,42,81
24521464,158,80
24521623,58,82
24521682,216,86
24521899,26,85
24522442,32,83
24524465,97,80
24524563,41,81
24524605,14,84
24525440,1988,34
24527431,202,80
24527634,794,34
24528431,42,81
24528474,32,82
24528507,30,83
24528538,206,86
24528745,15,85
24529440,74,82
24529515,73,84
24530451,159,80
24532439,48,81
24532488,32,83
24533458,163,80
24533622,57,82
24533680,14,86
24534452,13,84
24535442,10,85
24536458,97,80
24536556,41,81
24537439,501,82
24537941,29,83
24539466,189,80
24539656,69,84
24539726,218,86
24540451,42,81
24541254,135,88
24541435,204,82
24542465,158,80
24542624,32,83
24542657,26,85
24544450,42,81
24544493,14,84
24545440,110,80
24545551,57,82
24545609,14,86
24547439,30,83
24548452,159,80
24548612,41,81
24549448,1980,34
24551431,104,80
24551536,892,34
24552431,19,81
24552452,852,82
24553305,29,83
24553335,84,84
24553420,14,38
24553437,58,82
24553496,206,86
24553703,27,85
24554440,198,80
24554639,14,84
24556458,42,81
24556501,10,85
24557440,179,80
24557620,533,82
24558154,31,83
24558186,217,86
24559452,72,84
24560458,140,80
24560599,41,81
24561445,58,82
24562452,31,83
24563465,178,80
24563644,13,86
24563658,27,85
24564449,41,81
24564491,14,84
24565440,66,82
24566442,158,80
24567442,30,83
24568439,42,81
24569472,159,80
24569632,57,82
24569690,14,84
24569705,13,86
24570442,10,85
24572465,97,80
24572563,40,81
24572604,30,83
24573442,500,82
24574443,81,84
24575453,180,80
24575634,207,86
24576442,41,81
24577442,71,82
24577514,31,83
24577546,27,85
24578439,159,80
24579439,15,84
24580442,41,81
24581443,111,80
24581555,57,82
24581613,13,86
24582447,29,83
24584440,178,80
24584620,41,81
24584662,14,84
24584677,10,85
24585451,1977,34
24587431,192,80
24587624,804,34
24588431,41,81
24588473,51,82
24588525,30,83
24588556,206,86
24589440,73,82
24589514,76,84
24590443,164,80
24591254,178,40
24591436,27,85
24591464,52,72
24591598,110,88
24592439,48,81
24592488,32,83
24593442,172,80
24593615,497,82
24594113,207,86
24594436,73,84
24595445,91,87
24596442,104,80
24596547,41,81
24597444,65,82
24597510,32,83
24598445,27,85
24599446,202,80
24599649,14,84
24599664,14,86
24600442,42,81
24601445,984,34
24602432,165,80
24602598,1830,34
24604431,48,81
24604480,27,82
24604508,30,83
24604539,70,84
24605439,179,80
24605619,57,82
24605677,218,86
24605896,27,85
24607439,32,83
24608449,96,80
24608547,41,81
24609450,58,82
24609509,14,84
24611449,178,80
24611628,13,86
24612466,40,81
24612507,30,83
24612538,10,85
24613449,505,82
24614449,158,80
24614608,73,84
24616439,42,81
24617440,191,80
24617632,58,82
24617691,31,83
24617723,216,86
24619459,14,84
24619474,26,85
24620458,97,80
24620556,41,81
24621451,635,82
24622442,31,83
24623458,167,80
24623626,206,86
24624458,42,81
24624501,72,84
24625443,57,82
24626458,159,80
24626618,27,85
24627452,31,83
24628438,42,81
24629440,178,80
24629619,57,82
24629677,14,84
24629692,14,86
24632440,110,80
24632551,40,81
24632592,30,83
24633459,1969,34
24635431,190,80
24635622,806,34
24636431,42,81
24636474,51,82
24636526,71,84
24636598,206,86
24636805,27,85
24637440,73,82
24637514,31,83
24638452,158,80
24639439,15,84
24640439,49,81
24640489,10,85
24641259,130,88
24641436,171,80
24641608,493,82
24642102,207,86
24642437,29,83
24644465,97,80
24644563,41,81
24644605,73,84
24645444,65,82
24647447,199,80
24647647,32,83
24647680,13,86
24647694,27,85
24648445,42,81
24649448,981,34
24650432,159,80
24650592,1829,82
24652422,14,36
24652439,47,81
24652487,30,83
24652518,70,84
24653439,172,80
24653612,58,82
24653671,218,86
24654447,13,37
24654461,14,84
24654476,26,85
24656445,116,80
24656562,41,81
24657448,503,82
24657952,31,83
24659457,182,80
24659640,73,84
24659714,224,86
24660455,41,81
24661440,77,82
24661518,37,85
24662458,162,80
24662621,32,83
24664453,41,81
24664495,14,84
24665456,118,80
24665575,57,82
24665633,14,86
24667439,30,83
24668445,167,80
24668613,42,81
24668656,10,85
24669460,1968,34
24671431,182,80
24671614,814,34
24672431,42,81
24672474,42,82
24672517,30,83
24672548,72,84
24672621,207,86
24673439,75,82
24674458,159,80
24674618,14,84
24675439,28,85
24676444,41,81
24677437,188,80
24677626,493,82
24678120,32,83
24678153,206,86
24679439,73,84
24680458,97,80
24680556,41,81
24681440,58,82
24682458,32,83
24682491,27,85
24683439,185,80
24683625,14,86
24684439,48,81
24684488,14,84
24685439,990,34
24686432,159,80
24686592,1836,34
24688431,41,81
24688473,148,82
24688622,29,83
24689452,189,80
24689642,58,82
24689701,71,84
24689773,218,86
24689992,27,85
24691254,131,88
24692440,110,80
24692551,42,81
24692594,31,83
24693444,495,82
24694442,81,84
24695445,207,80
24695653,207,86
24695861,113,87
24696442,51,81
24696494,28,85
24697443,66,82
24697510,33,83
24698442,162,80
24699448,28,84
24700449,42,81
24701442,172,80
24701615,498,82
24702114,223,86
24702433,30,83
24703457,16,85
24704442,110,80
24704553,41,81
24704595,74,84
24705445,58,82
24707442,191,80
24707634,32,83
24707667,13,86
24708439,42,81
24709442,73,82
24709516,13,84
24710448,166,80
24710615,10,85
24712438,48,81
24712487,29,83
24713442,172,80
24713615,2813,34
24716431,104,80
24716536,41,81
24716578,20,82
24716599,69,84
24716669,213,86
24717440,71,82
24717512,31,83
24717544,35,85
24719442,193,80
24719636,14,84
24719651,13,86
24720446,42,81
24721444,495,82
24722435,166,80
24722602,30,83
24724466,41,81
24724508,73,84
24724582,27,85
24725440,172,80
24725613,57,82
24725671,215,86
24727452,31,83
24728439,104,80
24728544,41,81
24729458,58,82
24729517,14,84
24731440,191,80
24731632,14,86
24731647,10,85
24732448,41,81
24732490,29,83
24733440,989,34
24734432,104,80
24734537,1826,82
24736364,68,36
24736435,14,81
24736450,25,84
24737440,195,80
24737636,57,82
24737694,32,83
24737727,218,86
24738448,30,85
24739452,14,84
24740449,140,80
24740590,41,81
24741254,138,88
24741442,505,82
24742436,34,83
24743449,188,80
24743638,207,86
24744458,42,81
24744501,72,84
24745439,75,82
24745515,27,85
24746439,159,80
24747439,32,83
24748442,42,81
24749408,136,80
24749545,57,82
24749603,14,84
24749618,13,86
24752472,159,80
24752632,40,81
24752673,30,83
24752704,10,85
24753439,638,82
24754445,70,84
24755439,185,80
24755625,207,86
24756439,42,81
24757449,66,82
24757516,31,83
24758441,160,80
24759439,13,37
24759453,14,84
24759468,26,85
24760439,42,81
24761459,172,80
24761632,57,82
24761690,14,86
24762455,30,83
24764439,111,80
24764551,41,81
24764593,14,84
24765440,1988,34
24767431,110,80
24767542,821,82
24768364,37,83
24768402,31,38
24768436,13,81
24768450,190,86
24768641,15,85
24769440,64,82
24769505,73,84
24770439,191,80
24772439,48,81
24772488,32,83
24773471,160,80
24773632,498,82
24774131,207,86
24774339,27,85
24774443,73,84
24776458,139,80
24776599,41,81
24777442,65,82
24777508,31,83
24779446,192,80
24779639,14,84
24779654,14,86
24780449,41,81
24780491,10,85
24781440,66,82
24782439,166,80
24782606,29,83
24784445,49,81
24784495,14,84
24785465,160,80
24785626,2802,34
24788431,105,80
24788537,40,81
24788578,23,82
24788602,30,83
24788633,207,86
24788841,27,85
24789440,65,82
24789506,79,84
24791254,131,88
24791435,187,80
24791624,13,86
24792449,41,81
24792491,32,83
24793439,496,82
24794466,159,80
24794626,69,84
24794696,27,85
24795443,89,87
24796451,42,81
24797440,116,80
24797557,58,82
24797616,31,83
24797648,207,86
24799452,14,84
24800445,166,80
24800612,41,81
24801440,68,82
24801509,10,85
24802442,30,83
24803442,189,80
24803632,13,86
24804439,48,81
24804488,14,84
24805445,520,82
24806442,163,80
24807445,30,83
24808445,49,81
24808495,15,85
24809442,192,80
24809635,57,82
24809693,73,84
24809767,232,86
24812440,110,80
24812551,40,81
24812592,31,83
24813442,67,82
24814452,14,84
24815440,188,80
24815630,13,86
24815644,10,85
24816439,42,81
24817446,519,82
24817966,30,83
24818451,159,80
24819439,72,84
24820443,41,81
24821439,177,80
24821617,57,82
24821675,223,86
24822458,35,83
24822494,27,85
24824458,101,80
24824560,41,81
24824602,14,84
24825438,1990,34
24827431,191,80
24827623,805,34
24828431,41,81
24828473,49,82
24828523,30,83
24828554,206,86
24829436,79,82
24829516,73,84
24829590,27,85
24830439,159,80
24832439,48,81
24832488,32,83
24833446,110,80
24833557,57,82
24833615,14,86
24834442,14,84
24836465,159,80
24836625,41,81
24836667,11,85
24837439,650,82
24838090,30,83
24839465,185,80
24839651,71,84
24839723,218,86
24840439,42,81
24841254,178,40
24841436,62,82
24841499,57,72
24841804,125,88
24842442,170,80
24842613,31,83
24843446,27,85
24844439,62,81
24844502,13,84
24845447,172,80
24845620,57,82
24845678,13,86
24847442,31,83
24848445,104,80
24848550,41,81
24849461,1967,34
24851431,104,80
24851536,865,82
24852402,26,36
24852431,20,81
24852452,30,83
24852483,59,84
24852543,207,86
24852751,27,85
24853440,59,82
24854458,190,80
24854649,14,84
24856444,42,81
24857447,186,80
24857634,506,82
24858142,32,83
24858175,218,86
24858394,16,85
24859439,74,84
24860458,140,80
24860599,41,81
24861444,65,82
24862452,31,83
24863449,180,80
24863630,13,86
24864440,55,81
24864496,14,84
24864511,10,85
24865449,57,82
24866451,159,80
24867444,30,83
24868452,41,81
24869467,97,80
24869565,2809,82
24872375,53,36
24872431,110,80
24872542,13,81
24872556,30,83
24872587,31,84
24872619,206,86
24872826,27,85
24873441,58,82
24874452,14,84
24875458,190,80
24875649,14,86
24876439,42,81
24877450,503,82
24877954,32,83
24878449,159,80
24878609,15,85
24879439,73,84
24880451,42,81
24881465,187,80
24881653,57,82
24881711,218,86
24882439,32,83
24884465,159,80
24884625,41,81
24884667,14,84
24885462,65,82
24885528,10,85
24887466,189,80
24887656,30,83
24887687,13,86
24888442,41,81
24889451,978,34
24890432,98,80
24890531,1835,82
24892367,69,36
24892439,26,81
24892466,30,83
24892497,24,84
24892522,27,85
24892550,147,72
24893182,127,88
24893440,218,80
24893659,58,82
24893718,216,86
24894439,15,84
24895443,92,87
24896443,165,80
24896609,41,81
24897443,552,82
24897996,31,83
24899443,197,80
24899641,73,84
24899715,218,86
24899934,27,85
24900442,42,81
24901440,66,82
24902443,165,80
24902609,31,83
24904445,49,81
24904495,13,84
24905443,110,80
24905554,57,82
24905612,14,86
24906442,11,85
24907439,30,83
24908442,165,80
24908608,41,81
24909443,652,82
24910096,73,84
24911442,186,80
24911629,221,86
24912442,47,81
24912490,31,83
24913457,81,82
24913539,27,85
24914447,168,80
24914616,14,84
24916439,42,81
24917471,144,80
24917616,2806,82
24920423,13,35
24920439,110,80
24920551,12,81
24920564,29,83
24920594,73,84
24920668,214,86
24920883,26,85
24921451,58,82
24922452,31,83
24923439,196,80
24923636,14,86
24924449,41,81
24924491,14,84
24925441,504,82
24926439,160,80
24927439,13,37
24927453,30,83
24927484,14,85
24928439,42,81
24929503,154,80
24929658,58,82
24929717,72,84
24929790,219,86
24932465,159,80
24932625,40,81
24932666,31,83
24933435,58,82
24934443,13,37
24934457,21,84
24934479,10,85
24935445,196,80
24935642,13,86
24936438,37,81
24937460,969,34
24938432,97,80
24938531,1835,82
24940367,40,83
24940408,27,36
24940438,14,81
24940453,55,84
24941281,151,40
24941436,193,80
24941630,195,82
24941826,216,86
24942043,27,85
24942071,11,88
24942440,32,83
24944464,159,80
24944624,41,81
24944666,14,84
24945449,1214,82
24947446,198,80
24947645,29,83
24947675,218,86
24948458,42,81
24948501,15,85
24949440,87,82
24949528,73,84
24950439,159,80
24952458,40,81
24952499,32,83
24953457,97,80
24953555,57,82
24953613,14,86
24954452,14,84
24955452,10,85
24956439,165,80
24956605,42,81
24957443,1985,34
24959431,111,80
24959543,876,82
24960420,13,35
24960436,14,81
24960451,29,83
24960481,69,84
24960551,206,86
24961443,58,82
24962466,200,80
24962667,31,83
24962699,27,85
24964449,41,81
24964491,14,84
24965465,186,80
24965652,509,82
24966162,215,86
24967439,30,83
24968439,165,80
24968605,41,81
24969443,71,82
24969515,72,84
24969588,27,85
24971446,185,80
24971632,14,86
24972439,47,81
24972487,31,83
24973440,66,82
24974458,162,80
24974621,18,84
24976452,41,81
24976494,10,85
24977440,116,80
24977557,653,82
24978211,29,83
24978241,232,86
24979452,76,84
24980458,158,80
24980618,41,81
24981439,97,82
24982443,31,83
24983440,193,80
24983634,14,86
24983649,26,85
24984439,48,81
24984488,14,84
24985440,989,34
24986432,97,80
24986531,1811,82
24988343,36,83
24988438,14,81
24989449,186,80
24989636,58,82
24989695,70,84
24989766,219,86
24990452,27,85
24991254,134,88
24992465,146,80
24992612,42,81
24992655,31,83
24993444,541,82
24994446,74,84
24995467,177,80
24995645,207,86
24995853,103,87
24996439,42,81
24997440,125,82
24997566,32,83
24997599,27,85
24998439,158,80
24999439,15,84
25000442,41,81
25001466,96,80
25001563,58,82
25001622,45,86
25002439,30,83
25004441,178,80
25004620,41,81
25004663,13,84
25004677,11,85
25005440,1988,34
25007431,110,80
25007542,850,82
25008393,35,35
25008431,13,81
25008445,8,83
25008454,207,86
25009440,64,82
25009505,73,84
25010442,192,80
25011442,28,85
25012445,49,81
25012495,31,83
25013442,199,80
25013642,497,82
25014140,207,86
25014433,73,84
25016458,158,80
25016618,41,81
25017448,65,82
25017514,31,83
25018439,28,85
25019465,177,80
25019644,14,84
25019659,13,86
25020452,41,81
25021439,66,82
25022458,159,80
25022618,29,83
25024446,49,81
25024496,14,84
25025448,178,80
25025627,497,82
25026125,207,86
25026333,15,85
25027452,30,83
25028458,97,80
25028556,41,81
25029449,64,82
25029514,73,84
25031439,195,80
25031635,14,86
25032446,54,81
25032501,31,83
25032533,11,85
25033443,68,82
25034448,159,80
25034608,14,84
25036443,41,81
25037441,178,80
25037621,2809,34
25040433,103,80
25040537,41,81
25040579,15,82
25040595,30,83
25040626,69,84
25040696,214,86
25040911,26,85
25041256,137,88
25041442,59,82
25042439,32,83
25043439,189,80
25043629,14,86
25044450,42,81
25044493,14,84
25045448,647,82
25046458,159,80
25046618,15,85
25047439,30,83
25048451,42,81
25049448,178,80
25049627,58,82
25049686,72,84
25049759,219,86
25052440,117,80
25052558,40,81
25052599,31,83
25053450,1978,34
25055431,186,80
25055619,809,34
25056431,37,81
25056469,40,82
25056510,71,84
25056582,207,86
25056790,27,85
25057442,72,82
25057515,31,83
25058438,159,80
25059452,14,84
25060458,42,81
25060501,10,85
25061440,110,80
25061551,58,82
25061610,13,86
25062452,29,83
25064440,171,80
25064612,42,81
25064655,14,84
25065440,498,82
25067472,178,80
25067651,30,83
25067682,218,86
25067901,15,85
25068442,42,81
25069443,73,82
25069517,72,84
25070451,158,80
25072439,47,81
25072487,31,83
25073465,159,80
25073625,2803,34
25076431,104,80
25076536,41,81
25076578,23,82
25076603,69,84
25076673,213,86
25076887,27,85
25077440,64,82
25077505,32,83
25079466,179,80
25079646,14,84
25079661,14,86
25080451,42,81
25081440,64,82
25081505,10,85
25082458,159,80
25082618,29,83
25084439,48,81
25084488,14,84
25085441,172,80
25085614,493,82
25086108,207,86
25087442,30,83
25088440,111,80
25088552,41,81
25088594,15,85
25089439,65,82
25089505,72,84
25091254,178,40
25091435,185,80
25091622,13,86
25091636,52,72
25091783,120,88
25092439,47,81
25092487,31,83
25093451,66,82
25094458,159,80
25094618,14,84
25095445,14,39
25095460,10,85
25095471,94,87
25096439,42,81
25097443,116,80
25097560,496,82
25098057,30,83
25098088,207,86
25099442,72,84
25100442,165,80
25100608,41,81
25101445,79,82
25102450,32,83
25102483,27,85
25103443,195,80
25103639,14,86
25104446,49,81
25104496,13,84
25105443,986,34
25106432,159,80
25106592,1836,34
25108431,41,81
25108473,28,82
25108502,29,83
25109440,184,80
25109625,58,82
25109684,71,84
25109756,218,86
25109975,27,85
25112445,110,80
25112556,41,81
25112599,31,83
25113444,58,82
25114442,15,84
25115443,184,80
25115628,14,86
25116445,49,81
25116495,10,85
25117451,525,82
25117977,30,83
25118442,159,80
25119445,74,84
25120448,42,81
25121442,172,80
25121615,58,82
25121674,218,86
25122446,32,83
25123442,28,85
25124465,96,80
25124562,42,81
25124605,14,84
25125438,1990,34
25127431,193,80
25127625,803,34
25128431,36,81
25128468,169,82
25128638,30,83
25128669,213,86
25129439,65,82
25129505,79,84
25130440,165,80
25130606,27,85
25132439,48,81
25132488,32,83
25133465,158,80
25133624,497,82
25134122,207,86
25134433,73,84
25136458,97,80
25136556,42,81
25137465,58,82
25137524,31,83
25137556,27,85
25139466,178,80
25139645,14,84
25139660,14,86
25140442,42,81
25141254,133,88
25141435,515,82
25142440,169,80
25142610,33,83
25144449,55,81
25144505,75,84
25144581,26,85
25145458,97,80
25145556,61,82
25145618,211,86
25147442,32,83
25148439,169,80
25148609,42,81
25149439,71,82
25149511,14,84
25151456,180,80
25151637,13,86
25151651,10,85
25152439,47,81
25152487,29,83
25153444,985,34
25154432,165,80
25154598,1812,82
25156411,17,36
25156431,42,81
25156474,69,84
25157440,182,80
25157623,57,82
25157681,32,83
25157714,218,86
25158439,28,85
25159452,14,84
25160439,104,80
25160544,41,81
25161439,58,82
25162452,30,83
25163459,177,80
25163637,14,86
25164439,48,81
25164488,14,84
25165458,505,82
25165964,15,85
25166452,158,80
25167444,30,83
25168451,42,81
25169471,172,80
25169644,58,82
25169703,73,84
25169777,218,86
25172466,97,80
25172564,40,81
25172605,31,83
25172637,10,85
25173439,1989,34
25175431,182,80
25175614,815,34
25176432,36,81
25176469,22,82
25176492,72,84
25176565,207,86
25177441,75,82
25177517,31,83
25178447,159,80
25179443,13,37
25179457,14,84
25179472,26,85
25180447,42,81
25181443,185,80
25181629,57,82
25181687,14,86
25182439,30,83
25184465,97,80
25184564,41,81
25184606,14,84
25185448,498,82
25186442,15,85
25187466,178,80
25187645,29,83
25187675,218,86
25188439,42,81
25189452,66,82
25189519,72,84
25190439,159,80
25191254,131,88
25192445,47,81
25192493,31,83
25193460,97,80
25193559,634,82
25194194,217,86
25194412,17,37
25194432,72,84
25194505,23,85
25195439,90,87
25196458,171,80
25196630,42,81
25197459,96,82
25197556,32,83
25199442,179,80
25199622,14,84
25199637,14,86
25200448,48,81
25200497,10,85
25201445,984,34
25202432,103,80
25202537,1810,82
25204348,38,83
25204431,20,81
25204452,71,84
25205443,183,80
25205627,58,82
25205686,218,86
25207445,13,37
25207459,31,83
25207491,27,85
25208442,146,80
25208589,41,81
25209447,503,82
25209951,73,84
25211447,185,80
25211633,206,86
25212443,51,81
25212495,31,83
25213449,68,82
25214443,171,80
25214616,13,84
25214630,27,85
25216440,42,81
25217442,116,80
25217559,57,82
25217617,30,83
25217648,14,86
25219443,14,84
25220442,165,80
25220608,41,81
25221446,1982,34
25223431,186,80
25223618,810,34
25224431,42,81
25224474,54,82
25224529,30,83
25224560,73,84
25224634,207,86
25224842,33,85
25225440,58,82
25226442,170,80
25227442,32,83
25228445,49,81
25228495,10,85
25229447,178,80
25229626,57,82
25229684,14,84
25229699,27,86
25232440,110,80
25232551,40,81
25232592,30,83
25233452,496,82
25234452,73,84
25235457,178,80
25235636,207,86
25235844,35,85
25236443,42,81
25237458,66,82
25237525,31,83
25238451,159,80
25239439,15,84
25240439,42,81
25241259,130,88
25241436,171,80
25241608,58,82
25241667,13,86
25242445,13,37
25242459,30,83
25242490,10,85
25244442,110,80
25244553,41,81
25244595,14,84
25245439,508,82
25247460,188,80
25247649,30,83
25247680,218,86
25248439,42,81
25249456,68,82
25249525,83,84
25249609,27,85
25250442,163,80
25252445,47,81
25252494,31,83
25253465,159,80
25253625,2803,34
25256431,111,80
25256543,41,81
25256585,14,82
25256600,71,84
25256672,213,86
25256886,27,85
25257440,64,82
25257505,32,83
25259466,178,80
25259645,14,84
25259660,13,86
25260442,41,81
25261442,66,82
25262458,158,80
25262617,30,83
25263452,10,85
25264439,48,81
25264488,14,84
25265464,159,80
25265624,636,82
25266261,224,86
25267439,30,83
25268448,97,80
25268546,42,81
25269440,64,82
25269505,73,84
25270443,27,85
25271458,180,80
25271639,13,86
25272458,40,81
25272499,32,83
25273439,58,82
25274458,158,80
25274617,14,84
25276444,43,81
25277440,184,80
25277626,2802,34
25280431,104,80
25280536,40,81
25280577,17,82
25280595,30,83
25280626,71,84
25280698,214,86
25280913,27,85
25281440,58,82
25282443,31,83
25283451,182,80
25283634,14,86
25284439,59,81
25284499,14,84
25284514,10,85
25285453,513,82
25286453,163,80
25287447,27,83
25288451,42,81
25289440,117,80
25289558,58,82
25289617,73,84
25289691,215,86
25291254,133,88
25291436,27,85
25292440,172,80
25292613,40,81
25292654,31,83
25293446,65,82
25294452,14,84
25295466,180,80
25295647,13,86
25295661,104,87
25296439,44,81
25297442,987,34
25298432,168,80
25298601,1827,34
25300431,41,81
25300473,17,82
25300491,32,83
25300524,74,84
25300599,28,85
25301440,171,80
25301612,58,82
25301671,221,86
25302443,31,83
25304440,113,80
25304554,42,81
25304597,14,84
25305446,68,82
25305515,10,85
25307457,181,80
25307639,30,83
25307670,13,86
25308445,42,81
25309439,509,82
25309949,73,84
25310442,159,80
25312443,54,81
25312498,31,83
25312530,27,85
25313448,110,80
25313559,57,82
25313617,218,86
25314444,14,84
25316439,165,80
25316605,41,81
25317445,510,82
25317956,30,83
25319443,208,80
25319652,73,84
25319726,218,86
25319945,27,85
25320443,42,81
25321447,69,82
25322443,176,80
25322620,32,83
25324439,48,81
25324488,14,84
25325447,110,80
25325558,2825,82
25328384,29,83
25328414,14,38
25328431,103,80
25328535,13,81
25328549,206,86
25328756,15,85
25329441,64,82
25329506,73,84
25331449,190,80
25331640,13,86
25332439,48,81
25332488,32,83
25333460,506,82
25333967,26,85
25334439,176,80
25334616,71,84
25336452,41,81
25337440,197,80
25337638,58,82
25337697,31,83
25337729,216,86
25339443,14,84
25340465,170,80
25340636,41,81
25340678,10,85
25341254,180,40
25341438,196,82
25341636,107,72
25342442,31,83
25342700,120,88
25343439,186,80
25343626,14,86
25344458,42,81
25344501,14,84
25345450,979,34
