timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
16443123,0.0011605059,-0.00015196581,-0.0039912243,4351,0,-0.015814237,-0.06597186,-9.820415,4351,0
16446774,0.00033739134,-0.0007903694,-0.0044254754,3651,0,-0.014694044,-0.07096691,-9.83841,3651,0
16450818,0.00044725963,-0.0017954658,0.0008396722,4044,0,0.027120313,-0.03321598,-9.823793,4044,0
16454926,-0.0013704698,0.002282832,0.0023025842,4108,0,0.04255464,-0.018525824,-9.761856,4108,0
16458949,-0.0010897617,0.001321373,0.00023549936,4023,0,0.01087345,-0.019087406,-9.743357,4023,0
16462963,-0.003008961,-0.0016839346,-0.0013237365,4014,0,0.033435576,-0.031548988,-9.78001,4014,0
16467132,-0.0042399443,0.002351662,-0.0010840507,4169,0,0.029532919,-0.046313442,-9.790062,4169,0
16471008,0.0021434599,0.0015364886,0.0020976819,3876,0,-0.00798055,-0.013278688,-9.797273,3876,0
16475119,0.0031408134,0.00052633946,-5.4291475e-05,4111,0,0.0026337362,0.015753856,-9.806628,4111,0
16479069,0.0007165047,0.0011598204,-0.002347862,3950,0,-0.0075023975,0.01019478,-9.817326,3950,0
16483084,0.0009475922,0.00016562603,0.0007938078,4015,0,0.030102037,-0.02996207,-9.812801,4015,0
16487093,0.0011993567,-0.0013462631,0.0017501812,4009,0,0.045287106,-0.042914625,-9.793213,4009,0
16491633,0.00089164404,-0.00019323893,0.0029710908,4540,0,-0.005176085,-0.03992148,-9.794721,4540,0
16495176,-0.0011341632,0.002035477,0.00013416367,3543,0,0.015437732,-0.031529207,-9.814096,3543,0
